Company,Name,YearOfManufacture,Status,Body,DistanceUsed,Doors,Seats,FuelType,FuelAmount,GearBox,Drivetrain,FuelConsumption,Price
Toyota, Toyota Veloz Cross Top 1.5 CVT - 2022,2022,new,SUV,0,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,698000000
Hyundai, Hyundai Accent 1.4 AT Đặc Biệt - 2022,2022,new,Sedan,0,4,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,7,500000000
VinFast, VinFast VF5 Plus - 2023,2023,new,Hatchback,0,5,5,Điện,null,Số tự động,FWD - Dẫn động cầu trước,null,418000000
Toyota, Toyota Corolla altis 1.8G AT - 2015,2015,used,Sedan,103000,4,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,7,500000000
VinFast, VinFast VF8 Plus - 2023,2023,new,SUV,0,5,5,Điện,0.2,Số tự động,AWD - 4 bánh toàn thời gian,null,1050000000
Ford, Ford Ranger XL 2.2L 4x4 MT - 2020,2020,used,Bán tải ,72000,4,5,Dầu,2.2,Số tay,4WD - Dẫn động 4 bánh,7,525000000
Toyota, Toyota Highlander LE 2.7 - 2015,2015,used,SUV,0,5,7,Xăng,2.7,Số tự động,FWD - Dẫn động cầu trước,null,1580000000
Lexus, Lexus ES 250 F Sport - 2023,2023,new,Sedan,0,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,2710000000
Mazda, Mazda 3 1.5L Luxury - 2020,2020,used,Sedan,72000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,528000000
Mazda, Mazda 3 1.5L Luxury - 2020,2020,used,Sedan,72000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,528000000
Mitsubishi, Mitsubishi Xpander 1.5 AT - 2023,2023,new,SUV,0,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,698000000
Hyundai, Hyundai Tucson 1.6 AT Turbo - 2020,2020,used,Crossover,39000,5,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,799000000
Hyundai, Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2023,2023,new,Crossover,0,5,5,Xăng,1.6,Số tự động,AWD - 4 bánh toàn thời gian,6,1025000000
Mitsubishi, Mitsubishi Outlander Premium 2.0 CVT - 2023,2023,new,SUV,0,5,7,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,840000000
Kia, Kia Carens 1.5G IVT - 2023,2023,new,SUV,0,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,629000000
Ford, Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,null,640000000
Suzuki, Suzuki Ertiga Hybrid 1.5 MT - 2022,2022,new,SUV,0,5,7,Hybrid,1.5,Số tay,FWD - Dẫn động cầu trước,5,538000000
Mazda, Mazda CX 30 Premium 2.0 AT - 2023,2023,new,Crossover,0,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,6,777000000
Peugeot, Peugeot RCZ 1.6 AT - 2013,2013,used,Coupe,140000,2,4,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,6,699000000
Mitsubishi, Mitsubishi Pajero Sport 3.0G 4x2 AT Premium - 2018,2018,used,SUV,0,5,7,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,null,695000000
Hyundai, Hyundai SantaFe Premium 2.2L HTRAC - 2020,2020,used,SUV,0,5,7,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,null,965000000
Toyota, Toyota Raize G 1.0 CVT - 2023,2023,new,SUV,0,5,5,Xăng,1.0,Số tự động,FWD - Dẫn động cầu trước,null,535000000
Kia, Kia Soluto At deluxe - 2020,2020,used,Sedan,35000,4,5,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,5,363000000
Ford, Ford Everest Sport 2.0L 4x2 AT - 2023,2023,new,SUV,0,5,7,Dầu,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1145000000
Ford, Ford EcoSport Titanium 1.5L AT - 2020,2020,used,SUV,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,489000000
Kia, Kia Cerato 1.6 AT - 2017,2017,used,Sedan,60000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,445000000
Ford, Ford EcoSport Titanium 1.0 EcoBoost - 2018,2018,used,SUV,47000,5,5,Xăng,1.0,Số tự động,FWD - Dẫn động cầu trước,null,485000000
Mazda, Mazda CX5 2.5 AT - 2016,2016,used,SUV,90000,5,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,599000000
Mazda, Mazda CX5 Luxury 2.0 AT - 2022,2022,used,SUV,0,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,790000000
Hyundai, Hyundai i10 Grand 1.0 MT - 2015,2015,used,Hatchback,0,5,5,Xăng,1.0,Số tay,FWD - Dẫn động cầu trước,null,235000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2018,2018,used,SUV,29500,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,10,1379000000
BMW, BMW 5 Series 520i M Sport - 2023,2023,new,Sedan,0,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,2639000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2018,2018,used,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1350000000
Mazda, Mazda 3 1.5 AT - 2017,2017,used,Sedan,56000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,470000000
Hyundai, Hyundai Tucson 2.0 AT Tiêu chuẩn - 2023,2023,new,Crossover,0,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,930000000
Mercedes, Mercedes Benz GLC 200 4Matic - 2022,2022,used,SUV,1350,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,7,2019000000
Ford, Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,7,707000000
Ford, Ford Transit Tiêu chuẩn - 2023,2023,new,Van,0,4,16,Dầu,2.2,Số tay,RFD - Dẫn động cầu sau,null,849000000
Hyundai, Hyundai SantaFe Cao cấp 2.5L HTRAC - 2023,2023,new,SUV,0,5,7,Xăng,2.5,Số tự động,AWD - 4 bánh toàn thời gian,null,1195000000
Toyota, Toyota Innova G 2.0 AT - 2023,2023,new,Crossover,0,5,8,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,870000000
Toyota, Toyota Camry 2.0G - 2023,2023,new,Sedan,0,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,1105000000
Mercedes, Mercedes Benz G class G63 AMG - 2021,2021,used,SUV,20000,5,5,Xăng,4.0,Số tự động,AWD - 4 bánh toàn thời gian,8,10200000000
Kia, Kia Carnival Premium 2.2D - 2022,2022,used,Van,25000,5,7,Dầu,2.2,Số tự động,FWD - Dẫn động cầu trước,null,1359000000
LandRover, LandRover Range Rover HSE 3.0 - 2015,2015,used,SUV,62000,5,5,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,12,3250000000
Mercedes, Mercedes Benz G class G63 AMG - 2014,2014,used,SUV,16000,5,5,Xăng,5.5,Số tự động,AWD - 4 bánh toàn thời gian,8,10999000000
Mazda, Mazda 3 1.5L Premium - 2022,2022,used,Sedan,19000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,690000000
Chevrolet, Chevrolet Spark LT 1.2 MT - 2018,2018,used,Hatchback,49000,5,5,Xăng,1.2,Số tay,FWD - Dẫn động cầu trước,null,235000000
Mercedes, Mercedes Benz GLE Class GLE 450 4Matic - 2020,2020,used,SUV,30000,5,7,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,10,3199000000
Hyundai, Hyundai Kona 1.6 Turbo - 2018,2018,used,Crossover,46000,5,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,539000000
LandRover, LandRover Freelander LR2 HSE - 2009,2009,used,SUV,88000,5,5,Xăng,3.2,Số tự động,AWD - 4 bánh toàn thời gian,null,675000000
Audi, Audi Q7 2.0 AT - 2015,2015,used,SUV,85000,5,7,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,9,1590000000
Mercedes, Mercedes Benz C class C200 Exclusive - 2021,2021,used,Sedan,14000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1399000000
Toyota, Toyota Innova 2.0E - 2018,2018,used,Crossover,74000,5,8,Xăng,2.0,Số tay,RFD - Dẫn động cầu sau,null,529000000
VinFast, VinFast Lux SA 2.0 Premium 2.0 AT - 2021,2021,used,SUV,23000,5,7,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1050000000
Honda, Honda CRV G - 2021,2021,used,SUV,28000,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,850000000
Mercedes, Mercedes Benz C class C300 AMG - 2018,2018,used,Sedan,28000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1299000000
Audi, Audi Q7 3.0 AT - 2015,2015,used,SUV,68000,5,7,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,12,1150000000
Chevrolet, Chevrolet Aveo LTZ 1.4 AT - 2017,2017,used,Sedan,70000,4,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,260000000
Toyota, Toyota Wigo - 2019,2019,used,Hatchback,51000,0,0,-,null,-,-,null,240000000
Mitsubishi, Mitsubishi Triton 4x4 AT Mivec - 2019,2019,used,Bán tải ,60000,4,5,Dầu,2.4,Số tự động,4WD - Dẫn động 4 bánh,null,630000000
Toyota, Toyota Vios 1.5G - 2020,2020,used,Sedan,30000,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,495000000
BMW, BMW X5 xDrive40i xLine Plus - 2020,2020,used,SUV,19000,5,7,Xăng,null,Số tự động,AWD - 4 bánh toàn thời gian,null,4150000000
Mazda, Mazda 3 1.5 AT - 2018,2018,used,Sedan,45000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,7,490000000
VinFast, VinFast VF9 Eco - 2023,2023,new,SUV,0,5,7,Điện,0.2,Số tự động,AWD - 4 bánh toàn thời gian,null,1443000000
Mazda, Mazda 6 2.0 AT - 2016,2016,used,Sedan,86000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,530000000
Kia, Kia Morning LX 1.1 MT - 2012,2012,used,Hatchback,136000,5,5,Xăng,1.1,Số tay,FWD - Dẫn động cầu trước,null,145000000
VinFast, VinFast VF9 Eco - 2023,2023,new,SUV,0,5,6,Điện,0.2,Số tự động,AWD - 4 bánh toàn thời gian,null,1475000000
Toyota, Toyota Innova 2.0E - 2014,2014,used,Crossover,8000,5,8,Xăng,2.0,Số tay,RFD - Dẫn động cầu sau,null,375000000
Toyota, Toyota Camry 2.5Q - 2020,2020,used,Sedan,22000,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,999000000
Kia, Kia K3 1.6 AT - 2015,2015,used,Sedan,70000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,8,435000000
Hyundai, Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,new,Sedan,0,4,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,500000000
Hyundai, Hyundai SantaFe Cao cấp 2.2L HTRAC - 2023,2023,new,SUV,0,5,7,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,null,1225000000
Mercedes, Mercedes Benz GLS 450 4Matic - 2020,2020,used,SUV,13888,5,7,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,4178000000
Mercedes, Mercedes Benz GLS 450 4Matic - 2021,2021,used,SUV,22566,5,7,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,12,4579000000
Toyota, Toyota Camry 2.5Q - 2017,2017,used,Sedan,0,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,699000000
Toyota, Toyota Land Cruiser 4.6 V8 - 2021,2021,used,SUV,55000,5,8,Xăng,4.6,Số tự động,AWD - 4 bánh toàn thời gian,null,4150000000
Toyota, Toyota Corolla altis 1.8V - 2023,2023,new,Sedan,0,4,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,null,765000000
Mitsubishi, Mitsubishi Triton 4x4 AT Mivec Premium - 2020,2020,used,Bán tải ,52000,4,5,Dầu,2.4,Số tự động,4WD - Dẫn động 4 bánh,null,669000000
Toyota, Toyota Veloz Cross 1.5 CVT - 2023,2023,new,SUV,0,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,7,600000000
Toyota, Toyota Corolla altis 1.8HEV - 2023,2023,new,Sedan,0,4,5,Hybrid,1.8,Số tự động,FWD - Dẫn động cầu trước,4,801000000
Toyota, Toyota Vios G 1.5 CVT - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,588000000
Toyota, Toyota Fortuner 2.7L 4x2 AT - 2023,2023,new,SUV,0,5,7,Xăng,2.7,Số tự động,RFD - Dẫn động cầu sau,12,1169000000
Bentley, Bentley Mulsanne Speed - 2013,2013,used,Sedan,0,4,5,Xăng,6.8,Số tự động,AWD - 4 bánh toàn thời gian,null,9888000000
Mercedes, Mercedes Benz Maybach GLS 480 4Matic - 2023,2023,new,SUV,0,5,4,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,8593000000
Toyota, Toyota Raize G 1.0 CVT - 2023,2023,new,SUV,0,5,5,Xăng,1.0,Số tự động,FWD - Dẫn động cầu trước,6,540000000
Toyota, Toyota Corolla Cross 1.8V - 2022,2022,new,SUV,0,5,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,7,800000000
Ford, Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,new,SUV,0,5,7,Dầu,2.0,Số tự động,RFD - Dẫn động cầu sau,7,1259000000
Kia, Kia Cerato 2.0 - 2019,2019,used,Sedan,1400,4,5,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,null,530000000
Toyota, Toyota Land Cruiser 3.5 V6 - 2023,2023,new,SUV,0,5,7,Xăng,3.4,Số tự động,AWD - 4 bánh toàn thời gian,null,4286000000
Mercedes, Mercedes Benz C class C200 Avantgarde - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,null,1539000000
Toyota, Toyota Corolla Cross 1.8G - 2023,2023,new,SUV,0,5,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,6,720000000
Mercedes, Mercedes Benz GLC 200 - 2022,2022,used,SUV,14000,5,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1650000000
Ford, Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,new,SUV,0,5,7,Dầu,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1234000000
Honda, Honda CRV L - 2023,2023,new,SUV,0,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,983000000
Mazda, Mazda 3 1.5 AT - 2018,2018,used,Sedan,65000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,515000000
Toyota, Toyota Vios 1.5G - 2018,2018,used,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,448000000
Suzuki, Suzuki Super Carry Truck 1.0 MT - 2021,2021,new,Truck,0,2,2,Xăng,1.0,Số tay,RFD - Dẫn động cầu sau,null,249000000
Ford, Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.0,Số tự động,4WD - Dẫn động 4 bánh,7,905000000
Ford, Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,7,662000000
Ford, Ford Ranger Wildtrak 3.2L 4x4 AT - 2017,2017,used,Bán tải ,0,4,5,Dầu,3.2,Số tự động,4WD - Dẫn động 4 bánh,null,680000000
Honda, Honda City RS 1.5 AT - 2022,2022,used,Sedan,16000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,535000000
Maserati, Maserati Ghibli 3.0 V6 - 2018,2018,used,Sedan,0,4,5,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,4900000000
Honda, Honda Civic RS 1.5 AT - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,8,795000000
Mercedes, Mercedes Benz C class C200 - 2016,2016,used,Sedan,80000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,805000000
Ford, Ford Ranger Raptor 2.0L 4x4 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.0,Số tự động,4WD - Dẫn động 4 bánh,null,1299000000
Toyota, Toyota Fortuner 2.7V 4x2 AT - 2021,2021,used,SUV,12000,5,7,Xăng,2.7,Số tự động,RFD - Dẫn động cầu sau,null,1085000000
Ford, Ford Everest Sport 2.0L 4x2 AT - 2023,2023,new,SUV,0,5,7,Dầu,2.0,Số tự động,RFD - Dẫn động cầu sau,8,1130000000
Ford, Ford Everest Sport 2.0L 4x2 AT - 2023,2023,new,SUV,0,5,7,Dầu,2.0,Số tự động,RFD - Dẫn động cầu sau,8,1130000000
Mercedes, Mercedes Benz E class E200 Exclusive - 2023,2023,new,Sedan,0,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,2286000000
Ford, Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,new,SUV,0,5,7,Dầu,2.0,Số tự động,RFD - Dẫn động cầu sau,7,1465000000
Porsche, Porsche Cayenne 3.6 V6 - 2015,2015,used,SUV,40000,5,5,Xăng,3.6,Số tự động,AWD - 4 bánh toàn thời gian,null,2650000000
Mercedes, Mercedes Benz Maybach S580 4Matic - 2022,2022,used,Sedan,0,4,5,Xăng,4.0,Số tự động,AWD - 4 bánh toàn thời gian,null,15900000000
Ford, Ford Everest Titanium 2.0L 4x4 AT - 2022,2022,used,SUV,1700,5,7,Dầu,2.0,Số tự động,4WD - Dẫn động 4 bánh,7,1259000000
Mercedes, Mercedes Benz GLS 450 4Matic - 2022,2022,used,SUV,23000,5,7,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,4578000000
Toyota, Toyota Corolla altis 1.8G AT - 2018,2018,used,Sedan,33000,4,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,null,579000000
Ford, Ford Ranger XLS 2.0L 4x4 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.2,Số tự động,4WD - Dẫn động 4 bánh,null,720000000
BMW, BMW 5 Series 528i GT - 2015,2015,used,Sedan,50000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,995000000
Toyota, Toyota Corolla Cross 1.8HV - 2023,2023,new,SUV,0,5,5,Hybrid,1.8,Số tự động,FWD - Dẫn động cầu trước,4,955000000
Ford, Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.0,Số tự động,4WD - Dẫn động 4 bánh,null,979000000
Kia, Kia Morning GT-Line - 2023,2023,new,Hatchback,0,5,5,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,null,439000000
Mitsubishi, Mitsubishi Triton Athlete 4x2 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.4,Số tự động,RFD - Dẫn động cầu sau,null,780000000
Lexus, Lexus ES 250 - 2023,2023,new,Sedan,0,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,8,2590000000
Lexus, Lexus ES 250 - 2023,2023,used,Sedan,12,5,0,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,null,2620000000
Lexus, Lexus ES 250 F Sport - 2023,2023,used,Sedan,8,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,8,2710000000
Lexus, Lexus ES F sport - 2023,2023,used,Sedan,10,4,5,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,8,2710000000
Mercedes, Mercedes Benz GLS 450 4Matic - 2023,2023,new,SUV,0,5,7,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,5197000000
Kia, Kia Seltos Premium 1.4 AT - 2023,2023,new,Crossover,0,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,6,716000000
Audi, Audi Q7 S-line 3.6 AT - 2010,2010,used,SUV,82000,5,7,Xăng,3.6,Số tự động,AWD - 4 bánh toàn thời gian,null,690000000
Toyota, Toyota Fortuner 2.4G 4x2 AT - 2019,2019,used,SUV,70000,5,8,Dầu,2.4,Số tự động,RFD - Dẫn động cầu sau,null,840000000
Kia, Kia Sorento Luxury 2.2 AT - 2023,2023,new,SUV,0,5,7,Dầu,2.2,Số tự động,FWD - Dẫn động cầu trước,6,1094000000
Lexus, Lexus LX 570 - 2016,2016,used,SUV,70000,5,7,Xăng,5.7,Số tự động,AWD - 4 bánh toàn thời gian,null,5999000000
Kia, Kia Sonet Premium 1.5 AT - 2023,2023,new,Crossover,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,594000000
Toyota, Toyota Vios G 1.5 CVT - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,578000000
Honda, Honda Jazz RS - 2019,2019,used,Hatchback,39000,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,459000000
Toyota, Toyota Fortuner Legender 2.4L 4x2 AT - 2022,2022,new,SUV,0,5,7,Dầu,2.4,Số tự động,RFD - Dẫn động cầu sau,null,1124000000
VinFast, VinFast VF8 Plus - 2023,2023,used,SUV,1000,5,5,Điện,0.2,Số tự động,AWD - 4 bánh toàn thời gian,null,920000000
Chevrolet, Chevrolet Spark 1.0AT Eco - 2011,2011,used,Van,104575,4,2,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,5,133000000
Toyota, Toyota Corolla altis 1.8G MT - 2009,2009,used,Sedan,0,4,5,Xăng,1.8,Số tay,FWD - Dẫn động cầu trước,null,259000000
Mercedes, Mercedes Benz S class S450 Luxury - 2023,2023,new,Sedan,0,4,5,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,null,5393000000
Kia, Kia Sportage Signature X-Line 2.0G - 2022,2022,used,Crossover,6000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,968000000
Lexus, Lexus NX 300 - 2018,2018,used,SUV,49000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1690000000
Mitsubishi, Mitsubishi Xpander 1.5 AT - 2021,2021,used,SUV,58000,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,7,549000000
Kia, Kia K3 Luxury 1.6 AT - 2023,2023,new,Sedan,0,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,634000000
Kia, Kia K3 Luxury 1.6 AT - 2023,2023,new,Sedan,0,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,634000000
Mazda, Mazda cx3 Luxury 1.5 AT - 2021,2021,used,Crossover,21000,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,583000000
Toyota, Toyota Wigo 1.2G AT - 2018,2018,used,Hatchback,43000,5,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,null,322000000
Mitsubishi, Mitsubishi Xpander 1.5 MT - 2020,2020,used,SUV,46000,5,7,Xăng,1.5,Số tay,FWD - Dẫn động cầu trước,null,485000000
VinFast, VinFast Lux A 2.0 Plus 2.0 AT - 2019,2019,used,Sedan,60000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,602000000
Lexus, Lexus LS 500h - 2021,2021,used,Sedan,20000,4,5,Hybrid,3.5,Số tự động,FWD - Dẫn động cầu trước,6,6600000000
Toyota, Toyota Land Cruiser 3.5 V6 - 2023,2023,new,SUV,0,5,7,Xăng,3.4,Số tự động,AWD - 4 bánh toàn thời gian,10,4295000000
